var15,ind_var5,ind_var8_0,ind_var12_0,ind_var13_0,ind_var30,num_var30_0,num_var30,num_var42,saldo_var30,var36,TARGET
24,1,0,0,0,1,3,3,3,3.0,3,0
38,1,0,0,0,1,3,3,3,37.5,1,0
37,1,0,1,1,1,9,6,3,30090.0,2,0
37,1,0,0,0,1,3,3,3,1494.0,1,0
23,0,0,0,0,0,3,0,0,0.0,99,0
23,1,0,0,0,1,3,3,3,3.0,2,0
23,1,0,0,0,1,3,3,3,3.0,3,0
23,0,0,0,0,0,3,0,0,0.0,99,0
34,1,0,0,0,1,3,3,3,3.0,3,0
27,1,0,0,0,1,3,3,3,3.0,99,0
29,0,1,0,0,0,3,0,0,0.0,99,0
23,1,0,0,0,1,3,3,3,192.09,1,0
62,1,0,1,1,1,12,9,6,400418.58,1,0
57,1,0,0,0,1,3,3,3,1.47,2,0
35,0,0,0,0,0,3,0,0,0.0,99,0
27,1,0,0,0,1,3,3,3,3.0,99,0
39,1,0,0,0,1,3,3,3,450.0,99,0
25,1,0,0,0,1,3,3,3,15.0,3,0
24,1,0,0,0,1,3,3,3,3.0,3,0
70,1,0,0,0,1,3,3,3,300.0,3,0
26,1,0,0,0,1,3,3,3,90.0,3,0
29,1,0,0,0,1,3,3,3,13.44,2,0
35,1,0,0,0,1,3,3,3,15.0,3,0
46,0,0,0,0,0,3,0,0,0.0,99,0
25,1,0,0,0,1,3,3,3,1.05,2,0
48,0,0,0,0,0,0,0,0,0.0,99,0
41,1,0,0,1,1,6,6,3,144674.52,1,0
27,1,0,0,0,1,3,3,3,3.0,99,0
28,1,0,0,0,1,3,3,3,120.0,1,0
43,0,1,0,0,1,3,3,3,6275.79,3,0
32,1,0,0,0,1,3,3,3,29.31,1,0
23,1,0,0,0,1,3,3,3,115.5,1,0
50,1,0,0,0,1,3,3,3,1800.0,2,0
39,1,0,0,0,1,3,3,3,3.0,3,0
25,0,0,0,0,0,3,0,0,0.0,99,0
24,1,0,0,0,1,3,3,3,3.0,3,0
26,1,0,0,0,1,3,3,3,15.0,99,0
23,1,0,0,0,1,3,3,3,3.0,3,0
23,1,0,0,0,1,3,3,3,3.0,3,0
23,0,0,0,0,0,3,0,0,0.0,99,0
38,0,1,0,0,0,3,0,0,0.0,99,0
24,0,0,0,0,0,3,0,0,0.0,99,0
22,1,0,0,0,1,3,3,3,90.0,0,0
46,1,0,1,0,1,6,6,6,246954.09,1,0
23,1,0,0,0,1,3,3,3,90.0,3,0
49,1,0,0,0,1,3,3,3,4815.0,1,0
45,1,0,0,0,1,3,3,3,2330.79,1,0
34,1,0,1,1,1,9,6,3,129000.0,1,0
24,1,0,0,0,1,3,3,3,3.0,3,0
26,1,0,0,0,1,3,3,3,3.0,3,0
25,1,0,0,0,1,3,3,3,3.0,3,0
43,0,0,0,0,0,3,0,0,0.0,99,0
53,0,0,1,0,1,6,3,3,60329.97,1,0
23,1,0,0,0,1,3,3,3,3.0,2,0
51,1,0,0,0,1,3,3,3,90.0,3,0
39,1,0,0,0,1,3,3,3,4.5,99,1
23,0,0,0,0,0,3,0,0,0.0,99,0
28,1,0,0,0,1,3,3,3,3.0,3,0
47,0,0,0,0,0,3,0,0,0.0,99,0
28,1,0,0,0,1,3,3,3,3.0,99,0
23,1,0,0,0,1,3,3,3,3.0,3,0
25,1,0,0,0,1,3,3,3,3.0,99,0
22,1,0,0,0,1,3,3,3,90.0,3,0
28,1,0,0,0,1,3,3,3,3.0,3,0
59,1,0,0,1,1,6,6,3,198045.0,3,0
50,0,0,0,0,0,0,0,0,0.0,99,0
41,0,0,0,0,0,3,0,0,0.0,99,0
70,1,0,0,0,1,3,3,3,1423.32,1,0
39,1,0,0,0,1,3,3,3,300.0,1,0
23,1,0,0,0,1,3,3,3,3.0,3,0
58,1,0,1,0,1,6,6,6,13531.02,2,0
23,0,0,0,0,0,3,0,0,0.0,99,0
27,1,0,0,0,1,3,3,3,3.0,3,0
23,0,0,0,0,0,3,0,0,0.0,99,0
30,1,0,0,0,1,3,3,3,6.0,3,0
39,1,0,0,0,1,3,3,3,9104.97,1,0
23,1,0,0,0,1,3,3,3,3.0,3,0
23,1,0,0,0,1,3,3,3,3.0,3,0
31,1,0,0,0,1,3,3,3,1500.0,1,0
32,0,0,0,0,0,3,0,0,0.0,99,0
44,1,0,0,0,1,3,3,3,40.11,2,0
24,1,0,0,0,1,3,3,3,3.0,3,0
28,1,0,0,0,1,3,3,3,3.0,99,0
23,0,0,0,0,0,3,0,0,0.0,99,0
27,0,0,0,0,0,3,0,0,0.0,99,0
53,0,1,0,0,1,3,3,3,32.01,2,0
24,0,0,0,0,0,3,0,0,0.0,99,0
23,1,0,0,0,1,3,3,3,90.0,99,0
36,1,0,1,0,1,6,3,3,611.1,1,0
23,0,0,0,0,0,3,0,0,0.0,99,0
32,1,0,0,0,1,3,3,3,12.27,1,0
28,1,0,0,0,1,3,3,3,1.11,2,0
38,0,0,0,0,0,3,0,0,0.0,99,0
23,1,0,0,0,1,3,3,3,78.0,99,0
39,1,0,0,0,1,3,3,3,80.01,1,0
23,1,0,0,0,1,3,3,3,651.0,1,0
23,1,0,0,0,1,3,3,3,6.0,3,0
23,1,0,0,0,1,3,3,3,3.0,3,0
23,0,0,0,0,0,3,0,0,0.0,99,0
42,1,0,0,0,1,3,3,3,15.0,99,0
88,0,0,0,0,0,3,0,0,0.0,99,0
23,0,0,0,0,0,3,0,0,0.0,99,0
36,0,0,0,1,1,6,6,0,126000.0,3,0
25,1,0,0,0,1,3,3,3,3.0,99,0
40,1,0,0,0,1,3,3,3,13085.7,1,0
28,0,0,0,0,0,3,0,0,0.0,99,0
23,0,0,0,0,0,3,0,0,0.0,99,0
46,0,0,0,0,0,3,0,0,0.0,99,0
41,0,0,0,0,0,3,0,0,0.0,99,0
23,0,0,0,0,0,3,0,0,0.0,99,0
27,1,0,0,0,1,3,3,3,3.0,3,0
23,1,0,0,0,1,3,3,3,6.0,3,0
35,1,0,0,0,1,3,3,3,3.0,3,0
23,1,0,0,0,1,3,3,3,3.0,3,0
37,0,1,1,0,1,6,6,6,82961.85,1,0
26,0,0,0,0,0,3,0,0,0.0,99,0
26,0,0,0,0,0,3,0,0,0.0,99,0
78,0,0,1,0,1,6,3,3,45120.42,3,0
23,0,0,0,0,0,3,0,0,0.0,99,0
39,1,0,0,0,1,3,3,3,1653.18,1,0
31,1,0,0,0,1,3,3,3,60.0,3,0
86,0,0,0,0,0,3,0,0,0.0,99,0
26,1,0,0,0,1,3,3,3,90.0,3,0
32,1,0,0,0,1,3,3,3,69.78,1,0
24,0,0,0,0,0,3,0,0,0.0,2,0
23,1,0,0,0,1,3,3,3,3.0,3,0
24,0,0,0,0,0,3,0,0,0.0,3,0
33,0,0,0,0,0,3,0,0,0.0,99,0
23,1,0,0,0,1,3,3,3,90.0,99,0
30,1,0,0,0,1,3,3,3,14.07,3,0
23,1,0,0,0,1,3,3,3,3.18,3,0
48,1,0,0,0,1,3,3,3,250.86,99,0
23,1,0,0,0,1,3,3,3,258.57,2,0
34,0,0,0,0,0,3,0,0,0.0,99,0
25,1,0,0,0,1,3,3,3,90.0,3,0
42,0,0,1,0,1,6,3,3,174583.05,3,0
23,1,0,0,0,1,3,3,3,3.06,3,0
57,0,0,1,0,1,6,3,3,270706.29,3,0
42,1,0,0,0,1,3,3,3,11265.24,1,0
47,0,1,0,0,0,3,0,0,0.0,99,0
25,1,0,0,0,1,3,3,3,3.0,3,0
23,0,0,0,0,0,3,0,0,0.0,3,0
34,1,0,0,0,1,3,3,3,2686.77,1,0
36,1,0,0,0,1,3,3,3,27.75,1,0
38,0,0,0,0,0,3,0,0,0.0,99,1
27,1,0,0,0,1,3,3,3,3.0,3,0
23,1,0,0,0,1,3,3,3,3.0,99,0
29,0,0,0,0,0,3,0,0,0.0,99,0
34,0,0,0,0,0,3,0,0,0.0,99,0
23,1,0,1,0,1,6,3,3,15.0,3,0
29,1,0,0,0,1,3,3,3,3.0,2,0
23,1,0,0,0,1,3,3,3,69.99,99,0
51,0,0,0,0,0,3,0,0,0.0,99,0
23,1,0,0,0,1,3,3,3,30.0,3,0
87,1,0,0,1,1,6,6,3,201090.0,1,0
23,0,0,0,0,0,3,0,0,0.0,99,0
23,1,0,0,0,1,3,3,3,90.0,99,0
25,1,0,0,0,1,3,3,3,90.0,3,0
47,1,0,0,0,1,3,3,3,2415.0,1,0
25,1,0,0,0,1,3,3,3,15.0,3,0
23,1,0,0,0,1,3,3,3,3.0,3,0
30,0,0,0,0,0,3,0,0,0.0,3,0
23,0,0,0,0,0,3,0,0,0.0,99,0
24,1,0,0,0,1,3,3,3,3.0,3,0
28,1,0,0,0,1,3,3,3,3.0,99,0
23,0,0,0,0,0,3,0,0,0.0,99,0
23,1,0,0,0,1,3,3,3,90.0,3,0
24,0,0,0,0,0,3,0,0,0.0,99,0
42,0,1,0,0,0,3,0,0,0.0,2,1
56,1,0,0,0,1,3,3,3,90.0,3,0
36,1,0,1,0,1,6,3,3,1015.5,2,0
38,0,0,0,0,0,3,0,0,0.0,99,0
47,1,0,0,0,1,3,3,3,7667.94,1,0
42,1,0,0,0,1,3,3,3,25332.6,1,0
38,0,0,0,0,0,3,0,0,0.0,99,0
45,1,0,0,0,1,3,3,3,1800.0,2,0
23,0,0,0,0,0,3,0,0,0.0,99,0
34,1,0,0,0,1,3,3,3,1525.8,1,0
31,0,1,0,0,1,3,3,3,753.0,1,0
26,0,0,0,0,0,3,0,0,0.0,99,0
23,0,0,0,0,0,3,0,0,0.0,99,0
23,1,0,0,0,1,3,3,3,3.0,3,0
42,1,0,0,0,1,3,3,3,28204.8,1,0
23,0,0,0,0,0,3,0,0,0.0,99,0
23,0,0,0,0,0,3,0,0,0.0,99,0
26,1,0,0,0,1,3,3,3,126.87,2,0
42,0,1,0,0,1,3,3,3,18.42,1,1
54,1,0,1,0,1,6,6,6,75033.3,1,0
23,0,0,0,0,0,3,0,0,0.0,99,0
59,0,0,1,0,1,6,3,3,78204.03,3,0
24,1,0,0,0,1,3,3,0,-5.25,3,0
46,0,0,0,0,0,3,0,0,0.0,99,0
35,1,0,1,1,1,9,9,6,187534.41,1,0
23,1,0,0,0,1,3,3,3,90.0,3,0
26,1,0,0,0,1,3,3,3,3.0,99,0
25,1,0,0,0,1,3,3,3,380.1,2,0
43,1,0,0,0,1,3,3,3,105.72,1,0
55,0,0,0,0,0,3,0,0,0.0,3,1
49,1,0,0,0,1,3,3,3,17833.23,1,0
23,1,0,0,0,1,3,3,3,3.0,1,0
30,0,0,0,0,0,3,0,0,0.0,99,0
24,1,0,0,0,1,3,3,3,30.9,1,1
24,0,0,0,0,0,3,0,0,0.0,99,0
23,1,0,0,0,1,3,3,3,3.0,3,0
41,0,0,0,0,0,3,0,0,0.0,99,0
30,1,0,0,0,1,3,3,3,43.68,1,0
23,0,0,0,0,0,3,0,0,0.0,99,0
29,0,0,0,0,0,3,0,0,0.0,2,0
26,1,0,0,0,1,3,3,3,3.0,99,0
31,1,0,0,0,1,3,3,3,460.5,1,0
56,1,0,0,0,1,3,3,3,3.0,2,0
54,1,0,0,0,1,3,3,3,800.61,1,0
86,0,0,1,1,1,9,3,0,240000.0,2,0
27,1,0,0,0,1,3,3,3,3.0,99,0
56,1,0,0,0,1,3,3,3,309.39,1,0
74,1,0,0,0,1,3,3,3,21.0,99,0
43,0,0,0,0,0,3,0,0,0.0,99,0
23,1,0,0,0,1,3,3,3,3.0,3,0
61,1,0,0,0,1,3,3,3,30.0,3,0
67,0,0,0,0,0,3,0,0,0.0,99,0
49,1,0,1,0,1,6,6,6,210569.43,2,0
27,1,0,0,0,1,3,3,3,3.0,3,0
36,1,0,0,0,1,3,3,3,372.18,1,0
23,1,0,0,0,1,3,3,3,900.0,1,0
84,1,0,0,0,1,3,3,3,6.0,3,0
30,0,0,0,0,0,3,0,0,0.0,99,0
26,1,0,0,0,1,3,3,3,3.0,3,0
40,1,0,0,0,1,3,3,3,60.0,99,0
23,0,0,0,0,0,3,0,0,0.0,99,0
31,0,1,0,0,1,3,3,3,1447.02,3,1
38,1,0,1,0,1,6,3,3,6003.0,2,0
61,1,0,0,0,1,3,3,3,300.0,99,0
25,1,0,0,0,1,3,3,3,3.0,3,0
24,1,0,0,0,1,3,3,3,3.0,99,0
23,1,0,0,0,1,3,3,3,90.0,99,0
44,0,0,0,0,0,3,0,0,0.0,99,0
49,0,0,0,0,0,3,0,0,0.0,99,0
23,0,0,0,0,0,3,0,0,0.0,99,0
29,0,0,0,0,0,3,0,0,0.0,2,0
23,1,0,0,0,1,3,3,3,435.0,1,0
32,1,0,0,0,1,3,3,3,771.81,1,0
23,0,0,0,0,0,3,0,0,0.0,99,0
23,0,0,0,0,0,3,0,0,0.0,99,0
23,0,0,0,0,0,3,0,0,0.0,99,0
35,1,0,0,0,1,3,3,3,3797.1,1,0
25,1,0,0,0,1,3,3,3,3.0,3,0
43,0,0,1,1,1,9,3,0,66000.0,3,0
23,1,0,0,0,1,3,3,3,3.0,99,0
26,1,0,0,0,1,3,3,3,3.0,3,0
28,1,0,0,0,1,3,3,3,15.0,3,0
30,0,0,0,0,0,3,0,0,0.0,99,0
23,1,0,0,0,1,3,3,3,90.0,3,0
25,1,0,0,0,1,3,3,3,3.0,99,0
23,1,0,0,0,1,3,3,3,90.0,3,0
27,0,0,0,0,0,3,0,0,0.0,99,0
35,0,0,0,0,0,3,0,0,0.0,99,0
27,1,0,0,0,1,3,3,3,3.0,3,0
23,0,0,0,0,0,3,0,0,0.0,99,0
23,1,0,0,0,1,3,3,3,90.0,99,0
26,1,0,0,0,1,3,3,3,3.0,3,0
23,0,0,0,0,0,3,0,0,0.0,99,0
23,0,0,0,0,0,3,0,0,0.0,99,0
23,1,0,0,0,1,3,3,3,3.0,3,0
23,1,0,0,0,1,3,3,3,7164.0,1,0
24,1,0,0,0,1,3,3,3,13.38,3,0
31,1,0,0,0,1,3,3,3,3.0,3,0
23,1,0,0,0,1,3,3,3,3.0,99,0
23,1,0,0,0,1,3,3,3,90.0,99,0
53,0,0,0,1,1,6,3,0,300.0,3,0
53,0,0,1,0,1,3,3,3,186486.54,3,0
23,1,0,0,0,1,3,3,3,3.0,99,0
34,1,0,0,0,1,3,3,3,30.0,2,0
24,0,0,0,0,0,3,0,0,0.0,99,0
25,1,0,0,0,1,3,3,3,3.0,2,0
28,1,0,0,0,1,3,3,3,2451.78,1,0
31,1,0,0,0,1,6,3,3,398.16,1,0
26,1,0,0,0,1,3,3,3,93.0,1,0
29,1,0,0,0,1,3,3,3,3.0,3,0
24,0,0,0,0,0,3,0,0,0.0,99,0
45,0,0,1,0,1,6,3,3,202989.81,1,0
23,0,0,0,0,0,3,0,0,0.0,99,0
65,1,0,1,0,1,6,6,6,601442.46,2,0
33,1,0,0,0,1,3,3,3,1665.0,1,0
27,1,0,0,0,1,3,3,3,3.0,3,0
25,1,0,0,0,1,3,3,3,150.0,1,0
18,0,0,1,0,1,3,3,3,156664.62,1,0
47,1,0,0,0,1,3,3,3,30.0,2,0
23,1,0,0,0,1,3,3,3,90.0,3,0
23,0,0,0,0,0,3,0,0,0.0,99,0
23,1,0,0,0,1,3,3,3,3.0,3,0
24,1,0,0,0,1,3,3,3,3.0,3,0
39,0,0,0,0,0,3,0,0,0.0,99,0
25,0,0,0,0,0,3,0,0,0.0,99,0
23,0,0,0,0,0,3,0,0,0.0,99,0
47,1,0,1,0,1,6,6,6,177125.1,1,0
47,0,0,0,0,0,3,0,0,0.0,99,0
52,1,0,0,0,1,3,3,3,1769.67,1,0
45,1,0,0,0,1,3,3,3,3.0,3,0
24,1,0,0,0,1,3,3,3,3.0,3,0
29,1,0,0,0,1,3,3,3,2643.0,1,0
24,0,0,0,0,0,3,0,0,0.0,99,0
27,1,0,0,0,1,3,3,3,3.0,3,0
24,1,0,0,0,1,3,3,3,3.0,3,0
27,0,0,0,0,0,3,0,0,0.0,99,0
25,1,0,0,0,1,3,3,3,30.0,3,0
23,0,0,0,0,0,3,0,0,0.0,99,0
34,0,0,0,0,0,3,0,0,0.0,99,0
25,1,0,0,0,1,3,3,3,33.54,3,0
35,1,0,0,0,1,3,3,3,3.0,3,0
36,1,0,0,0,1,3,3,3,3.0,2,1
30,1,0,0,0,1,3,3,3,300.0,99,0
23,1,0,0,0,1,3,3,3,3.0,3,0
25,1,0,0,0,1,6,3,3,90.0,99,0
59,1,0,0,0,1,3,3,3,267.51,2,0
61,1,0,0,1,1,6,6,3,90900.0,3,0
23,1,0,0,0,1,3,3,3,90.0,99,0
29,0,0,0,0,0,3,0,0,0.0,99,0
39,0,0,1,1,1,9,3,0,15300.0,2,0
49,1,0,1,0,1,6,6,6,222563.13,2,0
42,0,0,0,0,0,3,0,0,0.0,99,0
47,1,0,0,0,1,3,3,3,16.05,1,0
46,1,0,0,0,1,3,3,3,2246.16,99,0
27,1,0,0,0,1,3,3,3,3.0,3,0
23,0,0,0,0,0,3,0,0,0.0,3,0
23,1,0,0,0,1,3,3,3,150.0,2,0
31,1,0,0,0,1,3,3,3,136.38,99,0
47,1,0,0,0,1,3,3,3,3.0,99,0
47,1,0,1,0,1,6,3,3,126030.0,2,0
23,1,0,0,0,1,3,3,3,3.0,3,0
23,0,0,0,0,0,3,0,0,0.0,99,0
42,1,0,0,0,1,3,3,3,120.0,1,0
61,1,0,1,0,1,6,6,6,391746.6,1,0
35,1,0,0,0,1,3,3,3,156.42,3,0
23,1,0,0,0,1,3,3,3,15.0,99,0
23,1,0,0,0,1,3,3,3,3.0,3,0
30,1,0,0,0,1,3,3,3,3.0,3,1
34,1,0,0,0,1,3,3,3,4015.74,1,1
26,1,0,0,0,1,3,3,3,3.0,3,0
49,1,0,0,0,1,3,3,3,1500.0,1,0
31,0,1,0,0,0,3,0,0,0.0,99,0
23,0,0,0,0,0,3,0,0,0.0,99,0
38,1,0,0,0,1,3,3,3,810.0,1,0
33,1,0,0,0,1,3,3,3,60.0,99,0
23,1,0,0,0,1,3,3,3,90.0,3,0
27,1,0,0,0,1,3,3,3,12.24,2,0
44,0,0,0,0,0,3,0,0,0.0,99,0
27,1,0,0,0,1,3,3,3,3.0,3,0
58,1,0,0,0,1,3,3,3,15.0,3,0
24,1,0,0,0,1,3,3,3,3.0,3,0
23,0,0,0,0,0,3,0,0,0.0,99,0
24,1,0,0,0,1,3,3,3,45.0,1,0
35,0,1,0,0,0,3,0,0,0.0,2,0
60,1,0,0,0,1,3,3,3,8715.0,2,0
25,1,0,0,0,1,3,3,3,3.0,3,0
75,1,0,0,1,1,9,6,3,450209.16,2,0
48,0,0,0,0,0,3,0,0,0.0,99,0
35,1,0,0,0,1,3,3,3,1216.29,1,0
32,1,0,0,0,1,3,3,3,150.0,3,0
23,1,0,0,0,1,3,3,3,90.0,3,0
43,1,0,0,0,1,3,3,3,1193.97,1,0
26,1,0,0,0,1,3,3,3,15.0,99,0
27,0,0,0,0,0,3,0,0,0.0,99,0
23,1,0,0,0,1,3,3,3,90.0,99,0
41,1,0,1,0,1,6,6,6,1500.0,1,0
23,1,0,0,0,1,3,3,3,12.6,3,0
23,1,0,0,0,1,3,3,3,16.62,1,0
27,1,0,0,0,1,3,3,3,1.23,1,0
39,1,0,0,0,1,3,3,3,3.0,3,0
29,1,0,0,0,1,3,3,3,3.0,3,0
23,0,0,0,0,0,3,0,0,0.0,99,0
50,1,0,0,0,1,3,3,3,8909.1,3,0
25,0,0,0,0,0,3,0,0,0.0,99,0
23,1,0,0,0,1,3,3,3,167.16,2,0
23,1,0,0,0,1,3,3,3,3.0,3,0
23,1,0,0,0,1,3,3,3,3.0,99,0
26,1,0,0,0,1,3,3,3,3.0,3,0
82,0,0,1,1,1,9,3,0,450000.0,3,0
33,1,0,0,0,1,3,3,3,3.0,3,0
23,0,0,0,0,0,3,0,0,0.0,99,0
35,1,0,0,0,1,3,3,3,5440.11,1,0
25,1,0,0,0,1,3,3,3,3.0,99,0
42,0,0,1,0,1,6,3,3,148844.76,1,0
25,1,0,0,0,1,3,3,3,3.0,99,0
32,1,0,0,0,1,3,3,3,150.0,3,0
23,1,0,0,0,1,3,3,3,60.0,3,0
32,1,0,0,0,1,3,3,3,15.0,2,0
47,1,0,1,1,1,9,6,3,165003.0,3,0
49,0,1,0,0,1,3,3,3,3.12,3,0
23,1,0,0,0,1,3,3,3,4.41,1,0
25,0,0,0,0,0,3,0,0,0.0,99,0
36,1,0,0,0,1,3,3,3,123.96,1,0
33,0,0,0,0,0,3,0,0,0.0,99,0
48,1,0,0,0,1,3,3,3,243.78,1,1
60,0,0,1,0,1,6,3,3,507058.23,1,0
12,0,0,1,0,1,3,3,3,4500.9,2,0
23,1,0,0,0,1,3,3,3,3.0,3,0
62,0,0,0,0,0,3,0,0,0.0,99,0
32,1,0,0,0,1,3,3,3,2.16,99,0
26,0,0,0,0,0,3,0,0,0.0,99,0
23,1,0,0,0,1,3,3,3,90.0,3,0
28,1,0,0,0,1,3,3,3,3.0,99,0
30,0,0,0,0,0,3,0,0,0.0,99,0
58,0,0,0,0,0,3,0,0,0.0,99,0
41,1,0,0,0,1,3,3,3,6.0,3,0
29,0,0,0,0,0,3,0,0,0.0,99,0
22,1,0,0,0,1,3,3,3,90.0,0,0
23,1,0,0,0,1,3,3,3,3.0,3,0
34,1,0,0,0,1,3,3,3,9.69,1,0
24,0,0,0,0,0,3,0,0,0.0,99,0
30,1,0,0,0,1,3,3,3,837.66,99,0
26,1,0,0,0,1,3,3,3,3.0,99,0
23,1,0,0,0,1,3,3,3,2670.0,1,0
24,1,0,0,0,1,3,3,3,18.12,3,0
28,0,0,0,0,0,3,0,0,0.0,99,0
29,1,0,0,0,1,3,3,3,90.0,3,0
23,1,0,0,0,1,3,3,3,1890.0,2,0
24,1,0,0,0,1,3,3,3,3.0,3,0
26,1,0,0,0,1,3,3,3,3.0,3,0
23,1,0,0,0,1,3,3,3,15.0,99,0
23,1,0,0,0,1,3,3,3,90.0,3,0
46,1,0,0,0,1,3,3,3,4250.97,1,0
30,0,0,0,0,0,3,0,0,0.0,2,0
24,1,0,0,0,1,3,3,3,3.0,3,0
23,0,0,0,0,0,3,0,0,0.0,99,0
26,1,0,0,0,1,3,3,3,3.0,99,0
24,0,0,0,0,0,3,0,0,0.0,99,0
23,0,0,0,0,0,3,0,0,0.0,99,0
38,1,0,0,0,1,3,3,3,1222.23,1,0
49,0,0,0,0,0,3,0,0,0.0,99,0
23,1,0,0,0,1,3,3,3,3.0,3,0
50,1,0,0,0,1,3,3,3,153.54,2,0
41,0,0,0,0,0,3,0,0,0.0,99,0
47,1,0,0,0,1,3,3,3,30709.95,1,0
23,0,0,0,0,0,3,0,0,0.0,99,0
48,1,0,0,0,1,3,3,3,355.05,1,0
36,1,0,0,0,1,3,3,3,60.33,1,0
23,0,0,0,0,0,3,0,0,0.0,99,0
28,1,0,0,0,1,3,3,3,12.15,3,0
23,1,0,0,0,1,3,3,3,90.0,3,0
25,0,0,0,0,0,3,0,0,0.0,99,0
34,1,0,0,0,1,3,3,3,90.0,3,0
28,1,0,0,0,1,3,3,3,3.0,3,0
23,1,0,0,0,1,3,3,3,3.0,3,0
28,0,0,0,0,0,3,0,0,0.0,99,0
46,1,0,0,0,1,3,3,3,786.84,1,0
54,0,0,0,0,0,3,0,0,0.0,99,0
23,1,0,0,0,1,3,3,3,90.0,3,0
26,0,0,0,0,0,3,0,0,0.0,99,0
23,1,0,0,0,1,3,3,3,3.0,2,0
54,0,0,0,0,0,3,0,0,0.0,99,0
24,1,0,0,0,1,3,3,3,90.0,3,0
45,1,0,0,0,1,3,3,3,2952.36,2,0
48,0,0,0,0,0,3,0,0,0.0,99,1
41,0,0,0,0,0,3,0,0,0.0,99,0
23,0,1,0,0,0,3,0,0,0.0,99,0
26,0,0,0,0,0,3,0,0,0.0,99,0
31,0,0,0,0,0,3,0,0,0.0,99,1
23,0,0,0,0,0,3,0,0,0.0,99,0
31,1,0,0,0,1,3,3,3,3779.88,1,0
37,0,0,0,0,0,3,0,0,0.0,99,0
27,1,0,0,0,1,3,3,3,3.0,3,0
45,0,0,0,0,0,3,0,0,0.0,99,0
23,0,0,0,0,0,3,0,0,0.0,99,0
23,1,0,0,0,1,3,3,3,3.0,99,0
42,1,0,0,0,1,3,3,3,90.0,99,0
41,1,0,0,0,1,3,3,3,3.0,99,0
40,0,0,0,0,0,3,0,0,0.0,99,0
30,1,0,0,0,1,3,3,3,3.0,3,0
23,0,0,0,0,0,3,0,0,0.0,99,0
25,1,0,0,0,1,3,3,3,162.0,1,0
26,1,0,0,0,1,3,3,3,679.26,1,0
25,0,0,0,0,0,3,0,0,0.0,99,0
42,0,0,0,0,0,0,0,0,0.0,1,0
22,1,0,0,0,1,3,3,3,3.0,3,0
39,1,0,0,0,1,3,3,3,7.02,1,0
24,1,0,0,0,1,3,3,3,3.0,3,0
24,1,0,0,0,1,3,3,3,3.0,3,0
29,1,0,0,0,1,3,3,3,3.0,99,0
23,1,0,0,0,1,3,3,3,120.0,99,0
23,1,0,0,0,1,3,3,3,78.78,1,0
23,1,0,0,0,1,3,3,3,3.0,3,0
45,1,0,0,0,1,3,3,3,2100.0,2,0
36,0,0,0,0,0,0,0,0,0.0,99,0
23,1,0,0,0,1,3,3,3,3.0,3,0
72,0,0,1,0,1,6,3,3,1203384.18,3,0
37,1,0,0,0,1,3,3,3,1205.79,1,0
23,1,0,0,0,1,3,3,3,3.0,3,0
25,1,0,0,0,1,3,3,3,1013.4,2,0
26,1,0,0,0,1,3,3,3,3.0,99,0
31,1,0,0,0,1,3,3,3,221.34,1,0
28,0,0,0,0,0,3,0,0,0.0,99,0
51,1,0,0,0,1,3,3,3,8640.0,3,0
23,1,0,0,0,1,3,3,3,3.0,3,0
23,1,0,0,0,1,3,3,3,15.0,3,0
39,1,0,1,0,1,6,3,3,390.0,2,0
23,1,0,0,0,1,3,3,3,15.0,99,0
33,0,0,0,0,0,3,0,0,0.0,99,0
45,0,0,0,0,0,3,0,0,0.0,99,0
27,0,0,0,0,0,3,0,0,0.0,99,0
34,0,0,0,0,0,3,0,0,0.0,99,0
55,0,0,0,0,0,3,0,0,0.0,99,1
65,1,0,0,0,1,3,3,3,300.0,99,0
27,0,0,0,0,0,3,0,0,0.0,99,0
62,0,0,1,1,1,9,3,0,210000.0,3,0
23,0,0,0,0,0,3,0,0,0.0,99,0
38,0,0,0,0,0,3,0,0,0.0,99,1
44,1,0,0,0,1,3,3,3,6.33,1,1
23,0,0,0,0,0,3,0,0,0.0,99,0
23,1,0,0,0,1,3,3,3,843.0,3,0
40,1,0,0,0,1,3,3,3,7992.42,2,0
25,0,0,0,0,0,6,0,0,0.0,99,0
26,1,0,0,0,1,3,3,3,4.56,2,0
23,1,0,0,0,1,3,3,3,3.0,3,0
52,1,0,0,0,1,3,3,3,15.0,2,0
23,1,0,0,0,1,3,3,3,3.0,3,0
24,1,0,0,0,1,3,3,3,60.0,99,0
23,0,0,0,0,0,3,0,0,0.0,99,0
42,0,0,0,1,1,6,3,0,130986.72,2,0
30,1,0,0,0,1,3,3,3,3.0,3,0
24,0,0,0,0,0,3,0,0,0.0,99,0
53,1,0,0,0,1,3,3,3,15.0,99,1
23,0,0,0,0,0,3,0,0,0.0,99,0
28,0,0,0,0,0,3,0,0,0.0,99,0
71,0,0,0,0,0,3,0,0,0.0,99,0
36,0,1,0,0,1,3,3,3,4888.53,1,0
29,0,0,0,0,0,3,0,0,0.0,99,0
58,0,0,0,0,0,3,0,0,0.0,99,0
40,0,0,0,0,0,3,0,0,0.0,99,0
27,1,0,0,0,1,3,3,3,3.0,99,0
35,1,0,0,0,1,3,3,3,450.0,1,0
23,1,0,0,0,1,3,3,3,90.0,99,0
23,0,0,0,0,0,3,0,0,0.0,99,0
